event_type,timestamp,detail
MSG,1847575.0,!CAL
MSG,1847575.0,!CAL Calibration points:
MSG,1847575.0,"!CAL -20.6, -40.4 -0, -0"
MSG,1847575.0,"!CAL -21.6, -49.6 -0, -3183"
MSG,1847575.0,"!CAL -20.7, -31.3 -0, 3183"
MSG,1847575.0,"!CAL -41.8, -40.8 -6000, -0"
MSG,1847575.0,"!CAL -1.6, -40.2 6000, -0"
MSG,1847575.0,"!CAL 0.0, 0.0 0, 0"
MSG,1847576.0,"!CAL eye check box: (L,R,T,B)"
MSG,1847576.0,"!CAL href cal range: (L,R,T,B)"
MSG,1847576.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,1847576.0,"!CAL Prenormalize: offx, offy = -20.589 -40.357"
MSG,1847576.0,!CAL Gains: cx:335.794 lx:293.774 rx:377.862
MSG,1847576.0,!CAL Gains: cy:426.612 ty:350.848 by:451.691
MSG,1847576.0,"!CAL Resolution (upd) at screen center: X=0.8, Y=0.6"
MSG,1847576.0,!CAL Gain Change Proportion: X: 0.286 Y: 0.287
MSG,1847576.0,!CAL Gain Ratio (Gy/Gx) = 1.270
MSG,1847576.0,"!CAL PCR gain ratio(x,y) = 2.030, 1.825"
MSG,1847576.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,1847576.0,!CAL Slip rotation correction OFF
MSG,1847576.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,1876232.0,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.41 avg. 0.79 max OFFSET 0.14 deg. 5.1,-2.0 pix."
MSG,1876232.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.24 deg. -7.2,5.6 pix."
MSG,1876232.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.78 deg. 27.4,-11.8 pix."
MSG,1876232.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.79 deg. 26.1,-15.8 pix."
MSG,1876232.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 0.54 deg. 20.1,-5.9 pix."
MSG,1876232.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 0.45 deg. 5.4,-16.4 pix."
MSG,1890358.0,NO Reply is disabled for function eyelink_cal_result
MSG,1963702.0,ALL_STORY_START
MSG,1963707.0,RECCFG CR 500 2 0 R
MSG,1963707.0,ELCLCFG MTABLER
MSG,1963707.0,GAZE_COORDS 0.00 0.00 1920.00 1080.00
MSG,1963707.0,THRESHOLDS R 62 207
MSG,1963707.0,ELCL_WINDOW_SIZES 176 188 0 0
MSG,1963707.0,CAMERA_LENS_FOCAL_LENGTH 38.00
MSG,1963707.0,PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG,1963707.0,ELCL_PROC ELLIPSE (5)
MSG,1963707.0,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
START,1963708.0,RIGHT SAMPLES EVENTS
MSG,1963708.0,!MODE RECORD CR 500 2 0 R
SFIX R,1963712.0,
EFIX R,1963712.0,1964002 292 949.1 461.3 1097
SSACC R,1964004.0,
SBLINK R,1964014.0,
EBLINK R,1964014.0,1964026 14
ESACC R,1964004.0,1964034 32 0.0 0.0 0.0 0.0 0.00 0
SFIX R,1964036.0,
EFIX R,1964036.0,1964272 238 947.8 463.3 1107
SSACC R,1964274.0,
SBLINK R,1964294.0,
EBLINK R,1964294.0,1964580 288
ESACC R,1964274.0,1964588 316 947.4 472.6 951.8 471.3 0.12 1185
SFIX R,1964590.0,
EFIX R,1964590.0,1964688 100 965.8 525.4 1083
SSACC R,1964690.0,
SBLINK R,1964700.0,
EBLINK R,1964700.0,1964820 122
ESACC R,1964690.0,1964828 140 947.4 472.6 951.8 471.3 0.12 0
SFIX R,1964830.0,
EFIX R,1964830.0,1964904 76 986.9 534.9 1021
SSACC R,1964906.0,
ESACC R,1964906.0,1964930 26 987.0 539.5 973.6 538.9 0.36 107
SFIX R,1964932.0,
EFIX R,1964932.0,1965164 234 970.1 539.3 985
SSACC R,1965166.0,
SBLINK R,1965176.0,
EBLINK R,1965176.0,1965184 10
ESACC R,1965166.0,1965192 28 987.0 539.5 973.6 538.9 0.36 0
SFIX R,1965194.0,
EFIX R,1965194.0,1965886 694 983.6 530.0 983
SSACC R,1965888.0,
SBLINK R,1965898.0,
EBLINK R,1965898.0,1965906 10
ESACC R,1965888.0,1965914 28 987.0 539.5 973.6 538.9 0.36 0
SFIX R,1965916.0,
EFIX R,1965916.0,1965940 26 986.2 521.5 1006
SSACC R,1965942.0,
SBLINK R,1965952.0,
EBLINK R,1965952.0,1965956 6
ESACC R,1965942.0,1965964 24 987.0 539.5 973.6 538.9 0.36 0
SFIX R,1965966.0,
EFIX R,1965966.0,1965994 30 983.1 523.7 1027
SSACC R,1965996.0,
SBLINK R,1966006.0,
EBLINK R,1966006.0,1966006 2
ESACC R,1965996.0,1966014 20 987.0 539.5 973.6 538.9 0.36 0
SFIX R,1966016.0,
EFIX R,1966016.0,1966460 446 988.6 526.2 1086
SSACC R,1966462.0,
ESACC R,1966462.0,1966478 18 992.5 529.3 972.5 529.4 0.54 80
SFIX R,1966480.0,
EFIX R,1966480.0,1966828 350 983.2 521.8 1089
SSACC R,1966830.0,
SBLINK R,1966840.0,
EBLINK R,1966840.0,1966876 38
ESACC R,1966830.0,1966884 56 992.5 529.3 972.5 529.4 0.54 0
SFIX R,1966886.0,
EFIX R,1966886.0,1967322 438 995.3 525.4 1139
SSACC R,1967324.0,
SBLINK R,1967342.0,
EBLINK R,1967342.0,1967696 356
ESACC R,1967324.0,1967882 560 999.5 526.7 1002.3 516.2 0.29 2036
SFIX R,1967884.0,
EFIX R,1967884.0,1967964 82 1010.1 518.9 1134
SSACC R,1967966.0,
SBLINK R,1967976.0,
EBLINK R,1967976.0,1968058 84
ESACC R,1967966.0,1968066 102 999.5 526.7 1002.3 516.2 0.29 0
SFIX R,1968068.0,
EFIX R,1968068.0,1968096 30 1016.0 515.4 1065
SSACC R,1968098.0,
ESACC R,1968098.0,1968116 20 1016.9 513.0 994.5 518.5 0.63 88
SFIX R,1968118.0,
EFIX R,1968118.0,1968238 122 995.9 522.2 1056
SSACC R,1968240.0,
SBLINK R,1968260.0,
EBLINK R,1968260.0,1968868 610
ESACC R,1968240.0,1968876 638 995.7 526.0 1000.9 489.6 1.00 1664
SFIX R,1968878.0,
EFIX R,1968878.0,1968932 56 997.1 500.3 1191
SSACC R,1968934.0,
SBLINK R,1968944.0,
EBLINK R,1968944.0,1968950 8
ESACC R,1968934.0,1968958 26 995.7 526.0 1000.9 489.6 1.00 0
SFIX R,1968960.0,
EFIX R,1968960.0,1969484 526 988.2 522.6 1133
SSACC R,1969486.0,
ESACC R,1969486.0,1969500 16 989.4 525.0 976.5 523.3 0.35 55
SFIX R,1969502.0,
EFIX R,1969502.0,1969752 252 979.5 525.8 1195
SSACC R,1969754.0,
SBLINK R,1969778.0,
EBLINK R,1969778.0,1970228 452
ESACC R,1969754.0,1970342 590 981.1 518.3 986.9 514.6 0.19 1871
SFIX R,1970344.0,
EFIX R,1970344.0,1970556 214 987.8 523.7 1171
SSACC R,1970558.0,
ESACC R,1970558.0,1970582 26 986.7 524.4 988.0 522.7 0.06 87
