event_type,timestamp,detail
MSG,1342179.0,!CAL
MSG,1342179.0,!CAL Calibration points:
MSG,1342179.0,"!CAL -35.5, -30.6 -0, -0"
MSG,1342179.0,"!CAL -36.5, -43.3 -0, -3183"
MSG,1342179.0,"!CAL -34.7, -18.1 -0, 3183"
MSG,1342179.0,"!CAL -63.9, -29.1 -6000, -0"
MSG,1342179.0,"!CAL -7.8, -31.0 6000, -0"
MSG,1342179.0,"!CAL 0.0, 0.0 0, 0"
MSG,1342179.0,"!CAL eye check box: (L,R,T,B)"
MSG,1342179.0,"!CAL href cal range: (L,R,T,B)"
MSG,1342179.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,1342179.0,"!CAL Prenormalize: offx, offy = -35.523 -30.575"
MSG,1342180.0,!CAL Gains: cx:220.815 lx:213.707 rx:228.685
MSG,1342180.0,!CAL Gains: cy:268.340 ty:259.987 by:280.668
MSG,1342180.0,"!CAL Resolution (upd) at screen center: X=1.2, Y=1.0"
MSG,1342180.0,!CAL Gain Change Proportion: X: 0.070 Y: 0.080
MSG,1342180.0,!CAL Gain Ratio (Gy/Gx) = 1.215
MSG,1342180.0,"!CAL PCR gain ratio(x,y) = 2.331, 2.087"
MSG,1342180.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,1342180.0,!CAL Slip rotation correction OFF
MSG,1342180.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,1352640.0,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.14 avg. 0.51 max OFFSET 0.10 deg. 3.0,2.5 pix."
MSG,1352640.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.05 deg. 1.7,0.0 pix."
MSG,1352640.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.09 deg. 1.6,-3.0 pix."
MSG,1352640.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.16 deg. 1.2,5.8 pix."
MSG,1352640.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 0.51 deg. 6.3,18.3 pix."
MSG,1352640.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 0.20 deg. 7.6,-0.9 pix."
MSG,1368553.0,NO Reply is disabled for function eyelink_cal_result
MSG,1461066.0,ALL_STORY_START
MSG,1461071.0,RECCFG CR 500 2 0 R
MSG,1461071.0,ELCLCFG MTABLER
MSG,1461071.0,GAZE_COORDS 0.00 0.00 1920.00 1080.00
MSG,1461071.0,THRESHOLDS R 66 204
MSG,1461071.0,ELCL_WINDOW_SIZES 176 188 0 0
MSG,1461071.0,CAMERA_LENS_FOCAL_LENGTH 38.00
MSG,1461071.0,PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG,1461071.0,ELCL_PROC ELLIPSE (5)
MSG,1461071.0,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
MSG,1461072.0,!MODE RECORD CR 500 2 0 R
START,1461073.0,RIGHT SAMPLES EVENTS
SFIX R,1461077.0,
EFIX R,1461077.0,1461321 246 900.6 498.0 984
SSACC R,1461323.0,
ESACC R,1461323.0,1461353 32 899.3 510.6 969.4 488.1 2.00 231
SFIX R,1461355.0,
EFIX R,1461355.0,1461637 284 971.9 484.4 990
SSACC R,1461639.0,
ESACC R,1461639.0,1461671 34 969.7 482.4 917.3 486.4 1.42 252
SFIX R,1461673.0,
EFIX R,1461673.0,1461799 128 907.9 495.0 938
SSACC R,1461801.0,
ESACC R,1461801.0,1461833 34 906.2 498.0 967.6 547.6 2.14 300
SFIX R,1461835.0,
EFIX R,1461835.0,1465011 3178 974.0 551.1 951
SSACC R,1465013.0,
SBLINK R,1465031.0,
EBLINK R,1465031.0,1465149 120
ESACC R,1465013.0,1465179 168 967.2 541.6 973.4 506.7 0.96 445
SFIX R,1465181.0,
EFIX R,1465181.0,1465371 192 969.5 547.1 886
SSACC R,1465373.0,
ESACC R,1465373.0,1465399 28 969.1 551.5 969.3 555.8 0.12 112
SFIX R,1465401.0,
EFIX R,1465401.0,1465835 436 959.9 559.0 917
SSACC R,1465837.0,
SBLINK R,1465855.0,
EBLINK R,1465855.0,1466001 148
ESACC R,1465837.0,1466029 194 958.7 558.4 973.3 518.0 1.16 404
SFIX R,1466031.0,
EFIX R,1466031.0,1466073 44 975.8 508.9 962
SSACC R,1466075.0,
ESACC R,1466075.0,1466085 12 977.4 510.0 973.9 536.0 0.71 73
SFIX R,1466087.0,
EFIX R,1466087.0,1466317 232 977.4 552.5 982
SSACC R,1466319.0,
ESACC R,1466319.0,1466347 30 981.1 556.4 983.8 558.6 0.09 105
SFIX R,1466349.0,
EFIX R,1466349.0,1466581 234 969.4 562.4 994
SSACC R,1466583.0,
SBLINK R,1466603.0,
EBLINK R,1466603.0,1466707 106
ESACC R,1466583.0,1466751 170 961.1 558.5 979.3 512.6 1.34 523
SFIX R,1466753.0,
EFIX R,1466753.0,1466791 40 979.6 526.2 981
SSACC R,1466793.0,
ESACC R,1466793.0,1466797 6 981.8 527.4 977.2 543.1 0.44 65
SFIX R,1466799.0,
EFIX R,1466799.0,1466945 148 974.9 558.9 955
SSACC R,1466947.0,
ESACC R,1466947.0,1466971 26 972.7 559.1 969.1 556.6 0.12 86
SFIX R,1466973.0,
EFIX R,1466973.0,1468101 1130 956.0 562.5 936
SSACC R,1468103.0,
SBLINK R,1468121.0,
EBLINK R,1468121.0,1468411 292
