event_type,timestamp,detail
MSG,1961941.0,!CAL
MSG,1961941.0,!CAL Calibration points:
MSG,1961941.0,"!CAL -44.7, -32.8 -0, -0"
MSG,1961941.0,"!CAL -45.6, -42.7 -0, -3183"
MSG,1961941.0,"!CAL -43.0, -23.1 -0, 3183"
MSG,1961941.0,"!CAL -71.7, -31.4 -6000, -0"
MSG,1961941.0,"!CAL -18.5, -33.1 6000, -0"
MSG,1961941.0,"!CAL 0.0, 0.0 0, 0"
MSG,1961941.0,"!CAL eye check box: (L,R,T,B)"
MSG,1961941.0,"!CAL href cal range: (L,R,T,B)"
MSG,1961941.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,1961941.0,"!CAL Prenormalize: offx, offy = -44.74 -32.75"
MSG,1961941.0,!CAL Gains: cx:239.340 lx:227.382 rx:252.962
MSG,1961941.0,!CAL Gains: cy:387.713 ty:366.596 by:452.331
MSG,1961941.0,"!CAL Resolution (upd) at screen center: X=1.1, Y=0.7"
MSG,1961941.0,!CAL Gain Change Proportion: X: 0.112 Y: 0.234
MSG,1961941.0,!CAL Gain Ratio (Gy/Gx) = 1.620
MSG,1961941.0,"!CAL PCR gain ratio(x,y) = 2.682, 1.949"
MSG,1961941.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,1961941.0,!CAL Slip rotation correction OFF
MSG,1961942.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,1975265.0,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.50 avg. 0.79 max OFFSET 0.35 deg. -10.3,-8.7 pix."
MSG,1975265.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.54 deg. -10.5,-17.6 pix."
MSG,1975265.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.79 deg. -26.0,-15.5 pix."
MSG,1975265.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.24 deg. 4.8,8.0 pix."
MSG,1975265.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 0.50 deg. -18.6,5.8 pix."
MSG,1975265.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 0.26 deg. 8.2,6.0 pix."
MSG,1985699.0,NO Reply is disabled for function eyelink_cal_result
MSG,2089033.0,ALL_STORY_START
MSG,2089045.0,RECCFG CR 500 2 0 R
MSG,2089045.0,ELCLCFG MTABLER
MSG,2089045.0,GAZE_COORDS 0.00 0.00 1920.00 1080.00
MSG,2089045.0,THRESHOLDS R 64 201
MSG,2089045.0,ELCL_WINDOW_SIZES 176 188 0 0
MSG,2089045.0,CAMERA_LENS_FOCAL_LENGTH 38.00
MSG,2089045.0,PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG,2089045.0,ELCL_PROC ELLIPSE (5)
MSG,2089045.0,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
MSG,2089046.0,!MODE RECORD CR 500 2 0 R
START,2089047.0,RIGHT SAMPLES EVENTS
SFIX R,2089051.0,
EFIX R,2089051.0,2089799 750 796.9 487.1 5276
SSACC R,2089801.0,
ESACC R,2089801.0,2089829 30 792.9 485.1 938.6 516.4 4.03 263
SFIX R,2089831.0,
EFIX R,2089831.0,2090201 372 941.2 526.2 5225
SSACC R,2090203.0,
ESACC R,2090203.0,2090217 16 934.2 529.7 931.7 544.0 0.39 58
SFIX R,2090219.0,
EFIX R,2090219.0,2091373 1156 931.1 541.5 5066
SSACC R,2091375.0,
ESACC R,2091375.0,2091397 24 937.3 545.5 912.7 545.6 0.67 90
SFIX R,2091399.0,
EFIX R,2091399.0,2091927 530 918.6 547.0 5033
SSACC R,2091929.0,
ESACC R,2091929.0,2091939 12 927.1 550.7 947.5 556.4 0.57 65
SFIX R,2091941.0,
EFIX R,2091941.0,2092197 258 946.3 554.8 5136
SSACC R,2092199.0,
ESACC R,2092199.0,2092205 8 944.9 562.8 941.9 555.5 0.21 51
SFIX R,2092207.0,
EFIX R,2092207.0,2092631 426 938.8 555.3 5246
SSACC R,2092633.0,
SBLINK R,2092661.0,
EBLINK R,2092661.0,2092783 124
ESACC R,2092633.0,2092871 240 934.9 560.6 942.3 573.1 0.39 1175
SFIX R,2092873.0,
EFIX R,2092873.0,2093037 166 941.9 554.5 5242
SSACC R,2093039.0,
ESACC R,2093039.0,2093055 18 946.0 548.6 939.5 534.3 0.43 62
SFIX R,2093057.0,
EFIX R,2093057.0,2093505 450 937.2 545.7 5093
SSACC R,2093507.0,
ESACC R,2093507.0,2093529 24 937.7 550.8 877.1 567.6 1.70 148
SFIX R,2093531.0,
EFIX R,2093531.0,2093689 160 883.3 570.0 4750
SSACC R,2093691.0,
ESACC R,2093691.0,2093707 18 876.4 571.4 921.9 558.5 1.28 107
SFIX R,2093709.0,
EFIX R,2093709.0,2097055 3348 923.2 548.3 4774
SSACC R,2097057.0,
ESACC R,2097057.0,2097069 14 923.7 527.7 913.4 546.5 0.58 67
SFIX R,2097071.0,
EFIX R,2097071.0,2099069 2000 933.0 532.8 5221
SSACC R,2099071.0,
ESACC R,2099071.0,2099079 10 934.2 533.9 913.9 534.4 0.55 62
SFIX R,2099081.0,
EFIX R,2099081.0,2099931 852 946.2 540.0 5408
SSACC R,2099933.0,
SBLINK R,2099959.0,
EBLINK R,2099959.0,2100029 72
ESACC R,2099933.0,2100065 134 926.1 567.7 926.7 603.2 0.96 1266
SFIX R,2100067.0,
EFIX R,2100067.0,2100417 352 935.8 556.8 5192
SSACC R,2100419.0,
ESACC R,2100419.0,2100463 46 940.1 546.8 732.6 764.1 8.08 302
SFIX R,2100465.0,
EFIX R,2100465.0,2100675 212 746.0 762.9 5160
SSACC R,2100677.0,
ESACC R,2100677.0,2100723 48 742.3 757.3 923.1 564.3 7.12 354
SFIX R,2100725.0,
EFIX R,2100725.0,2100861 138 922.5 575.6 5063
