event_type,timestamp,detail
MSG,535566.0,!CAL
MSG,535566.0,!CAL Calibration points:
MSG,535566.0,"!CAL -37.2, -42.0 -0, -0"
MSG,535566.0,"!CAL -37.2, -49.8 -0, -3183"
MSG,535566.0,"!CAL -36.2, -32.4 -0, 3183"
MSG,535566.0,"!CAL -56.7, -40.0 -6000, -0"
MSG,535566.0,"!CAL -16.1, -42.1 6000, -0"
MSG,535566.0,"!CAL 0.0, 0.0 0, 0"
MSG,535566.0,"!CAL eye check box: (L,R,T,B)"
MSG,535566.0,"!CAL href cal range: (L,R,T,B)"
MSG,535566.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,535566.0,"!CAL Prenormalize: offx, offy = -37.16 -42.045"
MSG,535566.0,!CAL Gains: cx:255.524 lx:282.931 rx:246.154
MSG,535566.0,!CAL Gains: cy:275.977 ty:165.367 by:509.051
MSG,535566.0,"!CAL Resolution (upd) at screen center: X=1.0, Y=1.0"
MSG,535566.0,!CAL Gain Change Proportion: X: 0.149 Y: 2.078
MSG,535566.0,!CAL Gain Ratio (Gy/Gx) = 1.080
MSG,535566.0,"!CAL PCR gain ratio(x,y) = 2.146, 1.768"
MSG,535566.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,535566.0,!CAL Slip rotation correction OFF
MSG,535566.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,547332.0,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.88 avg. 1.38 max OFFSET 0.51 deg. 19.2,2.7 pix."
MSG,547332.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.97 deg. 30.9,19.9 pix."
MSG,547332.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.66 deg. 12.0,-22.1 pix."
MSG,547332.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.75 deg. -12.0,-25.6 pix."
MSG,547332.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 1.38 deg. 46.0,-25.3 pix."
MSG,547332.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 0.32 deg. -8.2,9.0 pix."
MSG,556942.0,NO Reply is disabled for function eyelink_cal_result
MSG,622507.0,ALL_STORY_START
MSG,622511.0,RECCFG CR 500 2 0 R
MSG,622511.0,ELCLCFG MTABLER
MSG,622511.0,GAZE_COORDS 0.00 0.00 1920.00 1080.00
MSG,622511.0,THRESHOLDS R 62 207
MSG,622511.0,ELCL_WINDOW_SIZES 176 188 0 0
MSG,622511.0,CAMERA_LENS_FOCAL_LENGTH 38.00
MSG,622511.0,PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG,622511.0,ELCL_PROC ELLIPSE (5)
