event_type,timestamp,detail
MSG,1691807.0,!CAL
MSG,1691807.0,!CAL Calibration points:
MSG,1691807.0,"!CAL -32.4, -29.4 -0, -0"
MSG,1691807.0,"!CAL -33.7, -40.7 -0, -3183"
MSG,1691807.0,"!CAL -31.1, -17.0 -0, 3183"
MSG,1691807.0,"!CAL -58.3, -27.7 -6000, -0"
MSG,1691807.0,"!CAL -7.6, -27.7 6000, -0"
MSG,1691807.0,"!CAL 0.0, 0.0 0, 0"
MSG,1691807.0,"!CAL eye check box: (L,R,T,B)"
MSG,1691807.0,"!CAL href cal range: (L,R,T,B)"
MSG,1691807.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,1691807.0,"!CAL Prenormalize: offx, offy = -32.354 -29.386"
MSG,1691807.0,!CAL Gains: cx:263.050 lx:237.808 rx:295.915
MSG,1691807.0,!CAL Gains: cy:187.235 ty:233.431 by:128.465
MSG,1691807.0,"!CAL Resolution (upd) at screen center: X=1.0, Y=1.4"
MSG,1691807.0,!CAL Gain Change Proportion: X: 0.244 Y: 0.817
MSG,1691807.0,!CAL Gain Ratio (Gy/Gx) = 0.712
MSG,1691807.0,!CAL Bad Y/X gain ratio: 0.712
MSG,1691807.0,"!CAL PCR gain ratio(x,y) = 2.271, 2.156"
MSG,1691807.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,1691807.0,!CAL Slip rotation correction OFF
MSG,1691807.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,1703385.0,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.56 avg. 0.86 max OFFSET 0.24 deg. -8.5,3.9 pix."
MSG,1703385.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.59 deg. -11.7,19.2 pix."
MSG,1703385.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.22 deg. -2.2,8.0 pix."
MSG,1703385.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.38 deg. -14.7,1.2 pix."
MSG,1703385.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 0.66 deg. 6.9,-24.1 pix."
MSG,1703385.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 0.86 deg. -11.7,-30.4 pix."
MSG,1713477.0,NO Reply is disabled for function eyelink_cal_result
MSG,1795176.0,ALL_STORY_START
MSG,1795181.0,RECCFG CR 500 2 0 R
MSG,1795181.0,ELCLCFG MTABLER
MSG,1795181.0,GAZE_COORDS 0.00 0.00 1920.00 1080.00
MSG,1795181.0,THRESHOLDS R 55 204
MSG,1795181.0,ELCL_WINDOW_SIZES 176 188 0 0
MSG,1795181.0,CAMERA_LENS_FOCAL_LENGTH 38.00
MSG,1795181.0,PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG,1795181.0,ELCL_PROC ELLIPSE (5)
MSG,1795181.0,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
MSG,1795182.0,!MODE RECORD CR 500 2 0 R
START,1795183.0,RIGHT SAMPLES EVENTS
SFIX R,1795187.0,
EFIX R,1795187.0,1795485 300 1075.0 443.6 2068
SSACC R,1795487.0,
ESACC R,1795487.0,1795513 28 1075.4 441.0 959.0 475.8 3.29 224
SFIX R,1795515.0,
EFIX R,1795515.0,1795903 390 942.4 479.7 1988
SSACC R,1795905.0,
ESACC R,1795905.0,1795917 14 942.2 487.8 968.1 496.7 0.74 73
SFIX R,1795919.0,
EFIX R,1795919.0,1796513 596 956.3 508.7 1778
SSACC R,1796515.0,
ESACC R,1796515.0,1796537 24 950.4 514.8 956.3 466.2 1.33 128
SFIX R,1796539.0,
EFIX R,1796539.0,1796575 38 954.9 469.4 1735
SSACC R,1796577.0,
SBLINK R,1796587.0,
EBLINK R,1796587.0,1796747 162
ESACC R,1796577.0,1796813 238 970.5 438.0 956.7 488.8 1.43 129
SFIX R,1796815.0,
EFIX R,1796815.0,1796871 58 954.2 493.7 1710
SSACC R,1796873.0,
ESACC R,1796873.0,1796885 14 953.4 488.0 950.4 514.7 0.73 76
SFIX R,1796887.0,
EFIX R,1796887.0,1797897 1012 949.8 504.0 1772
SSACC R,1797899.0,
ESACC R,1797899.0,1797911 14 958.2 498.9 930.6 493.6 0.76 82
SFIX R,1797913.0,
EFIX R,1797913.0,1798129 218 944.3 492.7 1887
SSACC R,1798131.0,
ESACC R,1798131.0,1798151 22 942.6 490.5 983.5 495.9 1.12 109
SFIX R,1798153.0,
EFIX R,1798153.0,1798227 76 971.8 495.1 1916
SSACC R,1798229.0,
ESACC R,1798229.0,1798237 10 972.6 492.5 972.7 472.5 0.54 77
SFIX R,1798239.0,
EFIX R,1798239.0,1798263 26 974.0 459.4 1998
SSACC R,1798265.0,
SBLINK R,1798285.0,
EBLINK R,1798285.0,1798537 254
ESACC R,1798265.0,1798605 342 978.8 441.7 978.3 396.0 1.24 377
SFIX R,1798607.0,
EFIX R,1798607.0,1798751 146 974.4 411.1 2097
SSACC R,1798753.0,
ESACC R,1798753.0,1798757 6 974.2 416.0 973.8 425.2 0.25 46
SFIX R,1798759.0,
EFIX R,1798759.0,1799125 368 967.0 437.1 2117
SSACC R,1799127.0,
ESACC R,1799127.0,1799185 60 968.2 464.3 971.9 466.9 0.12 96
SFIX R,1799187.0,
EFIX R,1799187.0,1799415 230 966.0 495.0 2093
SSACC R,1799417.0,
ESACC R,1799417.0,1799429 14 964.0 500.2 938.3 511.7 0.76 70
SFIX R,1799431.0,
EFIX R,1799431.0,1799943 514 949.1 510.4 2120
SSACC R,1799945.0,
SBLINK R,1799955.0,
EBLINK R,1799955.0,1799955 2
ESACC R,1799945.0,1799963 20 964.0 500.2 938.3 511.7 0.76 0
SFIX R,1799965.0,
EFIX R,1799965.0,1800213 250 959.8 499.2 2078
SSACC R,1800215.0,
SBLINK R,1800239.0,
EBLINK R,1800239.0,1800431 194
ESACC R,1800215.0,1800551 338 966.4 503.0 987.9 449.1 1.57 221
SFIX R,1800553.0,
EFIX R,1800553.0,1800635 84 983.1 464.6 2111
SSACC R,1800637.0,
ESACC R,1800637.0,1800653 18 981.0 460.3 975.4 468.8 0.28 65
SFIX R,1800655.0,
EFIX R,1800655.0,1800781 128 975.2 454.9 2125
SSACC R,1800783.0,
ESACC R,1800783.0,1800795 14 977.3 432.8 972.6 461.5 0.79 70
SFIX R,1800797.0,
EFIX R,1800797.0,1800881 86 970.4 465.6 2141
SSACC R,1800883.0,
ESACC R,1800883.0,1800915 34 974.5 460.5 969.2 505.1 1.22 99
SFIX R,1800917.0,
EFIX R,1800917.0,1801093 178 969.5 503.0 2025
SSACC R,1801095.0,
SBLINK R,1801141.0,
EBLINK R,1801141.0,1801383 244
ESACC R,1801095.0,1801547 454 973.7 500.8 981.7 455.2 1.25 224
SFIX R,1801549.0,
EFIX R,1801549.0,1801617 70 981.9 453.1 2145
SSACC R,1801619.0,
ESACC R,1801619.0,1801695 78 984.0 437.8 964.0 449.1 0.62 86
SFIX R,1801697.0,
EFIX R,1801697.0,1802097 402 967.9 444.8 2188
SSACC R,1802099.0,
ESACC R,1802099.0,1802171 74 971.8 448.2 988.0 441.3 0.48 96
SFIX R,1802173.0,
EFIX R,1802173.0,1802283 112 986.1 448.5 2164
SSACC R,1802285.0,
ESACC R,1802285.0,1802373 90 980.9 449.1 963.9 456.2 0.50 72
SFIX R,1802375.0,
EFIX R,1802375.0,1802603 230 967.9 457.5 2183
SSACC R,1802605.0,
SBLINK R,1802615.0,
EBLINK R,1802615.0,1803149 536
ESACC R,1802605.0,1803215 612 992.2 404.9 994.8 392.4 0.35 82
SFIX R,1803217.0,
EFIX R,1803217.0,1803291 76 993.9 398.2 2059
SSACC R,1803293.0,
SBLINK R,1803303.0,
EBLINK R,1803303.0,1803391 90
ESACC R,1803293.0,1803497 206 941.5 473.7 940.4 495.4 0.59 127
SFIX R,1803499.0,
EFIX R,1803499.0,1803565 68 944.9 491.2 2031
SSACC R,1803567.0,
SBLINK R,1803577.0,
