event_type,timestamp,detail
MSG,7481545.0,!CAL
MSG,7481545.0,!CAL Calibration points:
MSG,7481545.0,"!CAL -49.0, -26.2 -0, -0"
MSG,7481545.0,"!CAL -49.9, -26.0 -0, -3183"
MSG,7481545.0,"!CAL -48.9, -18.5 -0, 3183"
MSG,7481545.0,"!CAL -84.4, -25.8 -6000, -0"
MSG,7481545.0,"!CAL -14.2, -26.0 6000, -0"
MSG,7481545.0,"!CAL 0.0, 0.0 0, 0"
MSG,7481545.0,"!CAL eye check box: (L,R,T,B)"
MSG,7481545.0,"!CAL href cal range: (L,R,T,B)"
MSG,7481545.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,7481545.0,"!CAL Prenormalize: offx, offy = -49.033 -26.194"
MSG,7481545.0,!CAL Gains: cx:331.442 lx:171.865 rx:604.163
MSG,7481545.0,!CAL Gains: cy:137731.984 ty:164933.813 by:284961.688
MSG,7481545.0,"!CAL Resolution (upd) at screen center: X=0.8, Y=0.0"
MSG,7481545.0,!CAL Gain Change Proportion: X: 2.515 Y: 0.728
MSG,7481545.0,!CAL X Nonlinearity Proportion too large
MSG,7481545.0,"!CAL PCR gain ratio(x,y) = 4.275, 1.723"
MSG,7481545.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,7481545.0,!CAL Slip rotation correction OFF
MSG,7481545.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,7490339.0,!CAL
MSG,7490339.0,!CAL Calibration points:
MSG,7490339.0,"!CAL -25.7, -28.4 -0, -0"
MSG,7490339.0,"!CAL -26.1, -36.5 -0, -3183"
MSG,7490339.0,"!CAL -25.4, -20.0 -0, 3183"
MSG,7490339.0,"!CAL -43.7, -28.0 -6000, -0"
MSG,7490339.0,"!CAL -7.0, -28.4 6000, -0"
MSG,7490339.0,"!CAL 0.0, 0.0 0, 0"
MSG,7490339.0,"!CAL eye check box: (L,R,T,B)"
MSG,7490339.0,"!CAL href cal range: (L,R,T,B)"
MSG,7490339.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,7490339.0,"!CAL Prenormalize: offx, offy = -25.749 -28.374"
MSG,7490339.0,!CAL Gains: cx:303.703 lx:323.664 rx:284.193
MSG,7490339.0,!CAL Gains: cy:328.565 ty:365.273 by:299.973
MSG,7490339.0,"!CAL Resolution (upd) at screen center: X=0.9, Y=0.8"
MSG,7490339.0,!CAL Gain Change Proportion: X: 0.139 Y: 0.218
MSG,7490339.0,!CAL Gain Ratio (Gy/Gx) = 1.082
MSG,7490339.0,"!CAL PCR gain ratio(x,y) = 2.188, 1.864"
MSG,7490339.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,7490339.0,!CAL Slip rotation correction OFF
MSG,7490339.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,7500526.0,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.39 avg. 0.81 max OFFSET 0.23 deg. 8.6,-2.6 pix."
MSG,7500526.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.36 deg. 13.6,3.3 pix."
MSG,7500526.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.29 deg. 8.9,-7.0 pix."
