event_type,timestamp,detail
MSG,679437.0,!CAL
MSG,679437.0,!CAL Calibration points:
MSG,679437.0,"!CAL -39.5, -28.9 -0, -0"
MSG,679437.0,"!CAL -40.8, -40.2 -0, -3183"
MSG,679437.0,"!CAL -38.4, -17.9 -0, 3183"
MSG,679437.0,"!CAL -65.4, -27.1 -6000, -0"
MSG,679437.0,"!CAL -13.9, -30.4 6000, -0"
MSG,679437.0,"!CAL 0.0, 0.0 0, 0"
MSG,679437.0,"!CAL eye check box: (L,R,T,B)"
MSG,679437.0,"!CAL href cal range: (L,R,T,B)"
MSG,679437.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,679437.0,"!CAL Prenormalize: offx, offy = -39.546 -28.856"
MSG,679437.0,!CAL Gains: cx:234.991 lx:232.545 rx:237.507
MSG,679437.0,!CAL Gains: cy:316.229 ty:304.747 by:346.030
MSG,679437.0,"!CAL Resolution (upd) at screen center: X=1.1, Y=0.8"
MSG,679437.0,!CAL Gain Change Proportion: X: 0.021 Y: 0.135
MSG,679437.0,!CAL Gain Ratio (Gy/Gx) = 1.346
MSG,679437.0,"!CAL PCR gain ratio(x,y) = 2.322, 2.028"
MSG,679437.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,679437.0,!CAL Slip rotation correction OFF
MSG,679437.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,698273.0,"!CAL VALIDATION HV5 R RIGHT GOOD ERROR 0.63 avg. 1.07 max OFFSET 0.48 deg. 17.8,-4.7 pix."
MSG,698273.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.54 deg. 19.4,-7.3 pix."
MSG,698273.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.48 deg. 17.2,6.6 pix."
MSG,698273.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.50 deg. -2.2,-18.8 pix."
MSG,698273.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 1.07 deg. 40.4,7.8 pix."
MSG,698273.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 0.53 deg. -16.5,-11.9 pix."
MSG,719249.0,NO Reply is disabled for function eyelink_cal_result
MSG,793440.0,ALL_STORY_START
MSG,793448.0,RECCFG CR 500 2 0 R
MSG,793448.0,ELCLCFG MTABLER
MSG,793448.0,GAZE_COORDS 0.00 0.00 1920.00 1080.00
MSG,793448.0,THRESHOLDS R 53 200
MSG,793448.0,ELCL_WINDOW_SIZES 176 188 0 0
MSG,793448.0,CAMERA_LENS_FOCAL_LENGTH 38.00
MSG,793448.0,PUPIL_DATA_TYPE RAW_AUTOSLIP
MSG,793448.0,ELCL_PROC ELLIPSE (5)
MSG,793448.0,ELCL_EFIT_PARAMS 1.01 4.00 0.15 0.05 0.65 0.65 0.00 0.00 0.30
START,793449.0,RIGHT SAMPLES EVENTS
MSG,793449.0,!MODE RECORD CR 500 2 0 R
SFIX R,793467.0,
EFIX R,793467.0,793537 72 769.2 534.4 1977
SSACC R,793539.0,
SBLINK R,793571.0,
EBLINK R,793571.0,793639 70
ESACC R,793539.0,793723 186 767.6 546.9 835.3 565.8 1.90 1419
SFIX R,793725.0,
EFIX R,793725.0,793921 198 821.9 552.1 1987
SSACC R,793923.0,
ESACC R,793923.0,793953 32 810.6 545.8 884.7 522.6 2.10 135
SFIX R,793955.0,
EFIX R,793955.0,794153 200 879.9 528.6 2039
SSACC R,794155.0,
ESACC R,794155.0,794189 36 879.9 522.7 1056.3 568.1 4.94 309
SFIX R,794191.0,
EFIX R,794191.0,794247 58 1065.1 564.0 2035
SSACC R,794249.0,
SBLINK R,794259.0,
EBLINK R,794259.0,794263 6
ESACC R,794249.0,794271 24 879.9 522.7 1056.3 568.1 4.92 0
SFIX R,794273.0,
EFIX R,794273.0,794323 52 1064.5 566.4 2022
SSACC R,794325.0,
ESACC R,794325.0,794389 66 1065.6 556.2 1079.4 594.3 1.10 103
SFIX R,794391.0,
EFIX R,794391.0,794775 386 1084.9 591.6 1952
SSACC R,794777.0,
ESACC R,794777.0,794903 128 1093.9 585.6 1090.2 601.9 0.45 96
SFIX R,794905.0,
EFIX R,794905.0,795139 236 1089.7 595.5 1817
SSACC R,795141.0,
ESACC R,795141.0,795147 8 1079.7 595.2 1090.5 579.8 0.51 72
SFIX R,795149.0,
EFIX R,795149.0,795193 46 1085.9 584.5 1798
SSACC R,795195.0,
ESACC R,795195.0,795205 12 1086.8 583.2 1085.7 586.0 0.08 63
SFIX R,795207.0,
EFIX R,795207.0,795513 308 1079.3 576.6 1823
