event_type,timestamp,detail
MSG,1374201.0,!CAL
MSG,1374201.0,!CAL Calibration points:
MSG,1374201.0,"!CAL -32.6, -32.3 -0, -0"
MSG,1374201.0,"!CAL -33.6, -44.7 -0, -3183"
MSG,1374201.0,"!CAL -32.0, -20.5 -0, 3183"
MSG,1374201.0,"!CAL -59.6, -30.0 -6000, -0"
MSG,1374201.0,"!CAL -7.0, -34.8 6000, -0"
MSG,1374201.0,"!CAL 0.0, 0.0 0, 0"
MSG,1374201.0,"!CAL eye check box: (L,R,T,B)"
MSG,1374201.0,"!CAL href cal range: (L,R,T,B)"
MSG,1374201.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
MSG,1374201.0,"!CAL Prenormalize: offx, offy = -32.626 -32.338"
MSG,1374201.0,!CAL Gains: cx:244.042 lx:228.404 rx:259.684
MSG,1374201.0,!CAL Gains: cy:306.349 ty:278.351 by:335.667
MSG,1374201.0,"!CAL Resolution (upd) at screen center: X=1.1, Y=0.9"
MSG,1374201.0,!CAL Gain Change Proportion: X: 0.137 Y: 0.206
MSG,1374201.0,!CAL Gain Ratio (Gy/Gx) = 1.255
MSG,1374201.0,"!CAL PCR gain ratio(x,y) = 2.053, 1.905"
MSG,1374201.0,"!CAL CR gain match(x,y) = 1.010, 1.010"
MSG,1374201.0,!CAL Slip rotation correction OFF
MSG,1374201.0,!CAL CALIBRATION HV5 R RIGHT GOOD
MSG,1387284.0,"!CAL VALIDATION HV5 R RIGHT POOR ERROR 3.13 avg. 13.52 max OFFSET 2.80 deg. 101.2,33.7 pix."
MSG,1387284.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 1.17 deg. 27.3,35.0 pix."
MSG,1387284.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.66 deg. 12.3,21.5 pix."
MSG,1387284.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.54 deg. 11.3,17.1 pix."
MSG,1387284.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 13.52 deg. 514.6,34.4 pix."
MSG,1387284.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 1.15 deg. -1.1,43.5 pix."
MSG,1398663.0,"!CAL VALIDATION HV5 R RIGHT FAIR ERROR 0.95 avg. 1.76 max OFFSET 0.89 deg. 27.1,20.3 pix."
MSG,1398663.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 0.60 deg. 15.9,16.5 pix."
MSG,1398663.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 0.84 deg. 32.2,0.0 pix."
MSG,1398663.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 1.76 deg. 45.7,49.0 pix."
MSG,1398663.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 1.22 deg. 46.1,-5.9 pix."
MSG,1398663.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 1.20 deg. 32.9,31.8 pix."
MSG,1411005.0,"!CAL VALIDATION HV5 R RIGHT POOR ERROR 1.28 avg. 2.20 max OFFSET 1.12 deg. 37.4,21.0 pix."
MSG,1411005.0,"VALIDATE R 4POINT 0 RIGHT at 960,540 OFFSET 1.15 deg. 26.6,35.0 pix."
MSG,1411005.0,"VALIDATE R 4POINT 1 RIGHT at 960,92 OFFSET 1.18 deg. 41.0,19.1 pix."
MSG,1411005.0,"VALIDATE R 4POINT 2 RIGHT at 960,988 OFFSET 0.97 deg. 33.2,16.8 pix."
MSG,1411005.0,"VALIDATE R 4POINT 3 RIGHT at 115,540 OFFSET 2.20 deg. 82.6,-17.3 pix."
MSG,1411005.0,"VALIDATE R 4POINT 4 RIGHT at 1805,540 OFFSET 0.63 deg. 12.6,20.4 pix."
MSG,1426083.0,!CAL
MSG,1426083.0,!CAL Calibration points:
MSG,1426083.0,"!CAL -35.5, -32.4 -0, -0"
MSG,1426083.0,"!CAL -36.7, -44.4 -0, -3183"
MSG,1426083.0,"!CAL -35.7, -31.0 -0, 3183"
MSG,1426083.0,"!CAL -64.9, -30.9 -6000, -0"
MSG,1426083.0,"!CAL -7.2, -33.9 6000, -0"
MSG,1426083.0,"!CAL 0.0, 0.0 0, 0"
MSG,1426083.0,"!CAL eye check box: (L,R,T,B)"
MSG,1426083.0,"!CAL href cal range: (L,R,T,B)"
MSG,1426083.0,"!CAL Cal coeff:(X=a+bx+cy+dxx+eyy,Y=f+gx+goaly+ixx+jyy)"
